quarter_published,event_date,area,enterprise,enterprise_raw,forestry,forest_quarter,section,allotment_area,subdivision_area,subdivision_area_for_operation,composition,pine_share,age,completeness,bonitet,avg_height,avg_diameter,stock,cut_stock,cut_share,security_category,event_type,severity_ordinal,reason_raw,reason_biotic,reason_abiotic,reason_fire,reason_unclassified,repaired
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Катеринопільське,27,5,30.8,,,10СЗ+АКБ,10,60,0.8,1А,25,28,410,35,0.0854,захисні ліси,ВСР,1,"рак-сірянка,  вусачі, златки, короїди (соснові лубоїди)",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Хлипнівське,1,3,5.8,,,6ЯЗ2ДЗ1ГЗ1КЛГ,0,65,0.6,1А,31,36,320,15,0.0469,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Хлипнівське,12,15,5.7,,,8ДЗ2ЯЗ,0,86,0.8,1,26,28,375,15,0.04,захисні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Хлипнівське,12,4,3.6,,,10ДЗ,0,81,0.8,1,25,28,360,15,0.0417,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Хлипнівське,14,3,1.3,,,3ЯЗ5ГЗ2ДЗ,0,80,0.6,1,27,32,240,30,0.125,захисні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Хлипнівське,14,13,1.8,,,8ДЗ2ЯЗ,0,120,0.7,2,28,36,380,25,0.0658,захисні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Хлипнівське,14,4,3.7,,,10ДЗ+ГЗ,0,120,0.7,2,28,36,365,25,0.0685,захисні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Хлипнівське,32,2,11.1,,,8ДЗ1ГЗ1ЯЗ,0,96,0.8,2,26,30,310,15,0.0484,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Хлипнівське,33,2,4.6,,,10ДЗ+ГЗ,0,101,0.6,1А,31,36,340,20,0.0588,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Хлипнівське,33,3,1.7,,,7ДЗ2ГЗ1ЯЗ,0,81,0.8,1,25,28,320,15,0.0469,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Хлипнівське,36,2,8.3,4.3,4.3,5ЯЗ2ДЗ2ГЗ1ЛПД,0,65,0.7,1,27,30,290,25,0.0862,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area|subdivision_area|subdivision_area_for_operation
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Хлипнівське,36,1,8.8,3.6,3.6,5ЯЗ2ДЗ2ЛПД1ГЗ,0,90,0.7,1,29,36,370,30,0.0811,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area|subdivision_area|subdivision_area_for_operation
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Хлипнівське,70,12,4.3,,,5ДЗ3ГЗ2ЯЗ+ЛПД+КЛГ,0,100,0.7,1,27,36,330,20,0.0606,рекреаційно-оздоровчі ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
